,Unnamed: 0,식당명,별점,구,주소,전화번호,음식종류,가격대,주차,영업시간,메뉴,리뷰날짜,리뷰평가,리뷰수,맛있다수,괜찮다수,별로다수
249,249,가디록,4.5,강남구,서울특별시 강남구 도산대로45길 18-4 2F,02-6404-6815,음식 종류 이탈리안,가격대 4만원 이상,주차 발렛,['12:00 - 22:00'],"['런치 코스', '36,000원', '디너 코스', '79,000원', '돼지 등갈비 튀김', '29,000원', '볼로네제 페투치네', '23,000원', '한우 채끝 스테이크', '54,000원']",1 일 전,괜찮다,57,44.0,10.0,3.0
250,250,칙피스,4.5,강남구,서울특별시 강남구 강남대로152길 69,02-6956-6780,음식 종류 세계음식 기타,가격대 만원-2만원,"주차 유료주차 가능 2시간 3,000원",['11:30 - 22:00'],"['부채살스테이크 라이스', '10,000원', '치킨샐러드', '10,000원', '비건샐러드', '10,000원', '비건버거', '9,500원', '치킨 샥슈카', '12,000원']",2022-08-05,맛있다,185,146.0,24.0,15.0
251,251,보타르가,4.5,강남구,서울특별시 강남구 언주로170길 16 1F,010-8558-5378,음식 종류 이탈리안,가격대 3만원-4만원,주차 발렛,['12:00 - 22:00'],"['보타르가', '36,000원', '뇨끼', '28,000원', '비스크 카네로니', '33,000원', '라구 디 만조', '27,000원', '비스테카 디 만조 (200g)', '80,000원']",2022-06-25,맛있다,50,33.0,14.0,3.0
252,252,카츠바이콘반,4.5,강남구,서울특별시 강남구 선릉로153길 36,02-547-3903,음식 종류 까스 요리,가격대 만원-2만원,주차 발렛,['11:30 - 20:30'],"['로스카츠 정식', '15,000원', '로스카츠 단품', '11,000원', '히레카츠 정식', '17,000원', '히레카츠 단품', '13,000원', '믹스카츠 정식', '20,000원']",2022-08-03,맛있다,118,86.0,26.0,6.0
253,253,스시 시미즈,4.5,강남구,서울특별시 강남구 언주로152길 11-3 B1,02-543-0887,음식 종류 회 / 스시,가격대 4만원 이상,주차 발렛,['12:00 - 22:00'],"['점심 스시 오마카세', '88,000원', '저녁 스시 오마카세', '155,000원', '저녁 사시미 오마카세', '185,000원']",1 일 전,맛있다,27,26.0,1.0,0.0
254,254,매덕스피자,4.5,강남구,서울특별시 강남구 도산대로15길 11 1F,02-542-2420,음식 종류 기타 양식,가격대 만원-2만원,주차 발렛,['12:00 - 22:00'],"['마르게리타피자', '48,000원', '치즈피자', '34,000원', '페퍼로니피자', '40,000원', '하와이안피자', '49,000원']",2022-07-18,맛있다,71,54.0,15.0,2.0
255,255,덕후선생,4.5,강남구,서울특별시 강남구 선릉로 822 5F,02-514-3663,음식 종류 기타 중식,가격대 2만원-3만원,주차 발렛,['11:30 - 23:00'],"['북경오리', '90,000원', '유발면', '13,000원', '우육면', '17,000원', '백산육', '17,000원', '마라새우', '29,000원']",2022-07-05,맛있다,52,38.0,8.0,6.0
256,256,쎄쎄종,4.5,강남구,서울특별시 강남구 언주로146길 39 주영빌딩 1F,02-8707-6261,음식 종류 카페 / 디저트,가격대 만원 미만,주차 주차공간없음,['12:30 - 19:30'],"['아메리카노', '4,500원', '카페라떼', '5,000원', '오늘의 밀크티', '7,000원', '바닐라타르트', '9,000원', '코코오레', '8,800원']",2022-07-14,맛있다,51,43.0,7.0,1.0
257,257,익스퀴진,4.5,강남구,서울특별시 강남구 삼성로140길 6 라파빌딩,02-542-6921,음식 종류 닭 / 오리 요리,가격대 4만원 이상,주차 발렛,['12:00 - 20:00'],"['점심', '60,000원', '저녁', '120,000원']",2022-04-19,맛있다,23,22.0,1.0,0.0
258,258,화이트와인개러지,4.5,강남구,서울특별시 강남구 삼성로149길 7 B1,02-540-7560,음식 종류 칵테일 / 와인,가격대 3만원-4만원,주차 발렛,['17:00 - 01:00'],"['말린키조개관자, 갯방풍나물, 일본된장소스, 어란파우더', '17,000원', '대방어, 라임을 이용한 세비체', '27,000원', '브라운치즈, 유정란을 곁들인 양고기함박', '26,000원', '생아구 피쉬앤칩스와 아구간마요', '23,000원', '크리스피한 구운황돔', '29,000원']",2022-03-28,맛있다,15,14.0,1.0,0.0
259,259,갓포아키,4.5,강남구,서울특별시 강남구 테헤란로 610 글래드코엑스센터 B2,02-6203-8660,음식 종류 이자카야 / 오뎅 / 꼬치,가격대 4만원 이상,주차 발렛,['18:00 - 01:00'],"['제철생선회 (4인)', '99,000원', '안키모', '18,000원', '마구로마끼 (8pcs)', '19,000원', '봉두릅과도다리튀김', '25,000원']",2022-06-21,맛있다,49,42.0,6.0,1.0
260,260,강남진해장,4.5,강남구,서울특별시 강남구 테헤란로5길 11,02-557-2662,음식 종류 탕 / 찌개 / 전골,가격대 만원-2만원,주차 무료주차 가능,"['월: 08:00 - 24:00', '화-토: 00:00 - 24:00', '일: 00:00 - 22:00']","['양선지해장국', '9,000원', '내장탕', '12,000원', '얼큰탕', '10,000원', '곱창전골 (중)', '49,000원', '갈비곱창전골 (중)', '49,000원']",5 일 전,맛있다,83,61.0,20.0,2.0
261,261,솔밤,4.5,강남구,서울특별시 강남구 도산대로37길 6 4F,070-4405-7788,음식 종류 퓨전 한식,가격대 4만원 이상,웹 사이트 식당 홈페이지로 가기,0,0,2022-04-10,맛있다,7,6.0,1.0,0.0
262,262,흐비지떼,4.5,강남구,서울특별시 강남구 삼성로107길 34 1F,070-8899-0607,음식 종류 카페 / 디저트,가격대 만원 미만,주차 주차공간없음,['12:00 - 19:00'],"['피스타치오 마들렌', '3,600원', '들깨 휘낭시에', '3,100원', '호지차 피칸 마들렌', '3,600원', '몽블랑', '8,700원', '바니퉁카', '9,000원']",2022-07-14,괜찮다,21,19.0,2.0,0.0
263,263,스기타마,4.5,강남구,서울특별시 강남구 삼성로147길 8 101호,010-4760-8004,음식 종류 이자카야 / 오뎅 / 꼬치,가격대 만원-2만원,주차 유료주차 가능,['18:30 - 02:00'],"['유부구이', '6,000원', '크림치즈와 슈토', '8,000원', '무조림', '5,000원', '연근칩', '6,000원', '코센 무로카나마겐슈', '10,000원']",2021-04-03,맛있다,18,17.0,1.0,0.0
264,264,야키토리묵,4.5,강남구,서울특별시 강남구 강남대로152길 23 B1,070-4134-3433,음식 종류 이자카야 / 오뎅 / 꼬치,가격대 3만원-4만원,주차 주차공간없음,['17:00 - 01:00'],"['야키토리오마카세', '35,000원', '오늘의메뉴', '25,000원', '안심타다끼', '4,000원', '넓적다리통구이', '10,000원', '츠쿠네산도', '5,000원']",1 일 전,맛있다,11,9.0,1.0,1.0
265,265,구들,4.5,강남구,서울특별시 강남구 선릉로155길 26 3F,0507-1485-1592,음식 종류 일반 주점,가격대 2만원-3만원,주차 발렛,['17:30 - 23:00'],"['구들차림상 (11코스)', '59,000원', '삼합육회', '21,000원', '곶감치즈말이', '14,000원', '가리비관자전', '22,000원', '전복전', '7,000원']",2022-03-22,맛있다,9,9.0,0.0,0.0
266,266,사브서울,4.5,강남구,서울특별시 강남구 논현로175길 6 B1,02-512-4939,음식 종류 칵테일 / 와인,가격대 3만원-4만원,주차 주차공간없음,['18:00 - 24:00'],"['대왕문어 카르파쵸', '15,000원', '비트앤엔다이브', '17,000원', '라비올로디우보', '28,000원', '한우채끝스테이크', '59,000원', '생선스튜', '30,000원']",1 일 전,맛있다,15,14.0,1.0,0.0
267,267,판동면옥,4.5,강남구,서울특별시 강남구 역삼로77길 5,02-783-4205,음식 종류 국수 / 면 요리,가격대 만원-2만원,주차 무료주차 가능,['11:00 - 22:00'],"['평양냉면', '11,000원', '비빔면', '11,000원', '갈비탕', '12,000원', '육개장', '10,000원', '접시만두', '10,000원']",2022-08-03,맛있다,16,15.0,1.0,0.0
268,268,로바타라이브라,4.5,강남구,서울특별시 강남구 선릉로148길 52 B1,02-3445-8005,음식 종류 이자카야 / 오뎅 / 꼬치,가격대 4만원 이상,주차 발렛,['18:00 - 02:00'],"['1인세트', '68,000원', '2인세트', '128,000원', '금태 구이 (대)', '59,000원', '닭다리살 구이', '20,000원', '야끼오니기리', '15,000원']",2022-05-04,맛있다,12,10.0,2.0,0.0
269,269,양재초밥,4.5,강남구,서울특별시 강남구 논현로26길 16 102호,02-6104-9620,음식 종류 회 / 스시,가격대 2만원-3만원,주차 주차공간없음,['11:30 - 22:00'],"['모둠11피스', '23,000원', '특모둠11피스', '31,000원', '런치7피스+반우동', '15,000원', '도미머리조림', '25,000원', '연어초밥', '20,000원']",2022-08-05,맛있다,27,25.0,2.0,0.0
270,270,Sogak,4.5,강남구,서울특별시 강남구 강남대로160길 17 1F,02-512-9929,음식 종류 정통 중식 / 일반 중식,가격대 만원-2만원,"주차 발렛 3,000원",['11:30 - 22:30'],"['소각마라탕', '15,000원', '소각마라샹궈 (소)', '23,000원', '가지탕수', '15,000원', '꿔빠로우 (소)', '16,000원', '지삼선', '16,000원']",4 일 전,괜찮다,24,17.0,7.0,0.0
271,271,갓포마코토,4.5,강남구,서울특별시 강남구 언주로168길 5 2F,02-545-9588,음식 종류 기타 일식,가격대 3만원-4만원,주차 발렛,"['월-목: 18:00 - 01:00', '금-토: 18:00 - 02:00', '일: 15:30 - 24:00']","['계절모둠사시미', '59,000원', '한우스키야끼', '60,000원', '한우우니말이', '39,000원', '우니비스크소스파스타', '39,000원', '전복게우소스파스타', '29,000원']",2022-07-27,맛있다,15,14.0,0.0,1.0
272,272,챔프커피,4.5,강남구,서울특별시 강남구 테헤란로 517 현대백화점 무역센터점 B1,0,음식 종류 카페 / 디저트,가격대 만원 미만,주차 무료주차 가능 1시간 무료,영업시간 월-목: 10:30 - 20:00,"['챔프커피', '4,500원', '코르타도', '4,500원', '카페라떼', '5,000원', '강남커피', '6,000원', '퀸즈커피', '6,000원']",2 일 전,맛있다,33,29.0,4.0,0.0
273,273,청우참치,4.5,강남구,서울특별시 강남구 강남대로 632,02-549-8356,음식 종류 회 / 스시,가격대 4만원 이상,주차 유료주차 가능,['17:00 - 23:00'],"['참치회', '60,000원']",2021-11-30,맛있다,18,17.0,1.0,0.0
274,274,한상더테이블,4.5,강남구,서울특별시 강남구 선릉로148길 28 3F,0507-1435-1584,음식 종류 퓨전 한식,가격대 4만원 이상,0,0,0,2022-07-17,맛있다,5,5.0,0.0,0.0
275,275,금복당,4.5,강남구,서울특별시 강남구 영동대로 513 코엑스몰 B1 P103호,02-552-5540,음식 종류 한정식 / 백반 / 정통 한식,가격대 만원-2만원,주차 유료주차 가능,['11:00 - 22:00'],"['포항식물회', '15,000원', '보양미역국', '13,000원', '통영산멍게비빔밥', '12,000원', '육회비빔밥', '13,000원', '문어삼합', '55,000원']",2022-08-08,맛있다,6,6.0,0.0,0.0
276,276,드링크얼랏,4.4,강남구,서울특별시 강남구 학동로56길 49 성림빌딩 1F,02-545-1023,음식 종류 카페 / 디저트,가격대 만원 미만,주차 주차공간없음,['11:00 - 18:30'],"['러쉬', '8,000원', '데이지', '8,000원', '블랑', '8,000원', '스트로베리 치즈케이크', '8,000원', '라벤더라떼', '6,000원']",2022-04-01,맛있다,237,205.0,26.0,6.0
277,277,지아니스나폴리,4.4,강남구,서울특별시 강남구 논현로94길 15 B1,02-566-0501,음식 종류 이탈리안,가격대 만원-2만원,주차 유료주차 가능,['11:30 - 22:30'],"['감베리 크레마', '17,500원', '봉골레 프레스케', '18,500원', '만조 크림 리조또', '25,000원', '레지나', '21,000원', '모르타델라', '23,000원']",2022-08-05,맛있다,290,221.0,53.0,16.0
278,278,골드피쉬딤섬퀴진,4.4,강남구,서울특별시 강남구 압구정로48길 35 투구빌딩 2F,02-511-5266,음식 종류 딤섬 / 만두,가격대 만원-2만원,주차 발렛,['11:30 - 21:30'],"['새우딤섬', '8,700원', '구채교 (3pcs)', '8,700원', '소룡포', '8,700원', '쇼마이', '8,500원', '골드피쉬 탕수육 (R)', '18,000원']",2022-07-18,맛있다,247,172.0,54.0,21.0
279,279,정돈 프리미엄,4.4,강남구,서울특별시 강남구 강남대로160길 28,02-549-0924,음식 종류 까스 요리,가격대 2만원-3만원,주차 발렛,['11:30 - 22:00'],"['로스카츠 (220g)', '18,000원', '상 로스카츠', '24,000원']",2022-06-25,맛있다,224,167.0,39.0,18.0
280,280,중앙해장,4.4,강남구,서울특별시 강남구 영동대로86길 17 육인빌딩,02-558-7905,음식 종류 탕 / 찌개 / 전골,가격대 만원-2만원,주차 무료주차 가능,"['월: 10:30 - 00:00', '화-토: 00:00 - 24:00', '일: 00:00 - 22:00']","['한우양선지해장국', '10,000원', '내장탕', '13,000원', '한우양지곰탕', '11,000원', '곱창전골 (중)', '59,000원', '곱창전골 (대)', '89,000원']",2022-07-02,맛있다,305,241.0,47.0,17.0
281,281,장스테이크,4.4,강남구,서울특별시 강남구 압구정로 314 요한빌딩 5F,02-548-9621,음식 종류 스테이크 / 바베큐,가격대 3만원-4만원,주차 발렛,['12:00 - 22:00'],"['한우안심스테이크 (200g)', '56,000원', '한우꽃등심스테이크 (200g)', '52,000원', '한우채끝등심스테이크 (200g)', '49,000원', '런치스테이크코스', '58,000원', '디너스테이크코스', '80,000원']",2022-05-05,맛있다,150,118.0,24.0,8.0
282,282,밍글스,4.4,강남구,서울특별시 강남구 선릉로 757 힐탑빌딩 2F,02-515-7306,음식 종류 퓨전 한식,가격대 4만원 이상,주차 유료주차 가능,['12:00 - 22:30'],"['런치 코스', '125,000원', '디너코스', '220,000원']",2022-07-31,맛있다,74,53.0,17.0,4.0
283,283,경천애인 2237,4.4,강남구,서울특별시 강남구 테헤란로 421,02-553-2237,음식 종류 고기 요리,가격대 4만원 이상,주차 발렛,"['월: 17:00 - 22:00', '화-일: 11:30 - 22:00']","['경애등안채 (150g)', '46,500원', '소갈비살 (120g)', '53,000원', '꽃등심 (150g)', '49,500원', '특안심 (150g)', '54,300원', '스페셜육회 (130g)', '29,400원']",2022-07-03,맛있다,161,126.0,24.0,11.0
284,284,갓포아키,4.4,강남구,서울특별시 강남구 도산대로45길 8-3 쿠키빌딩,02-540-8669,음식 종류 이자카야 / 오뎅 / 꼬치,가격대 3만원-4만원,주차 발렛,['18:00 - 01:00'],"['아나고덴푸라', '33,000원', '타코사라다', '29,000원', '해수우니 (100g)', '35,000원', '도다리쑥국', '29,000원', '난코츠가라아게', '9,000원']",2022-04-04,별로,134,112.0,13.0,9.0
285,285,육전식당,4.4,강남구,서울특별시 강남구 테헤란로8길 11-4 신도빌딩 1F,02-3452-6373,음식 종류 고기 요리,가격대 2만원-3만원,주차 무료주차 가능,['11:30 - 23:00'],"['통목살 (150g)', '16,000원', '통삼겹살 (150g)', '16,000원', '항정살 (150g)', '18,000원', '투뿔채끝 (150g)', '38,000원', '제육백반', '8,000원']",2022-06-01,맛있다,145,120.0,20.0,5.0
286,286,삼창교자,4.4,강남구,서울특별시 강남구 강남대로156길 33,02-542-5588,음식 종류 딤섬 / 만두,가격대 만원 미만,주차 발렛,['11:30 - 22:00'],"['하이단교자', '8,000원', '하이창교자', '8,000원', '샤런교자', '7,000원', '자오즈지탕면', '7,000원', '량반황과', '4,000원']",2022-08-09,별로,103,78.0,19.0,6.0
287,287,스시 나미키,4.4,강남구,서울특별시 강남구 학동로 338 강남파라곤 S동 1F 103호,02-6368-7953,음식 종류 회 / 스시,가격대 4만원 이상,주차 무료주차 가능 2시간 무료,['12:00 - 21:50'],"['점심 스시코스', '55,000원', '점심 오마카세', '70,000원', '저녁 테이블/룸 코스', '120,000원', '저녁 오마카세', '150,000원']",2022-05-17,맛있다,43,36.0,7.0,0.0
288,288,모찌방,4.4,강남구,서울특별시 강남구 삼성로75길 41,070-4007-6851,음식 종류 카페 / 디저트,가격대 만원 미만,주차 무료주차 가능,['11:30 - 18:30'],"['양갱 5종 세트', '30,000원', '제주 유기농 세작', '6,800원', '제주 유기농 말차', '6,000원', '보성 유기농 호자차', '6,000원', '제주 유기농 홍차', '6,000원']",2022-07-18,맛있다,77,61.0,13.0,3.0
289,289,SOOT (휴업중),4.4,강남구,서울특별시 강남구 도산대로23길 7,02-6401-0306,음식 종류 퓨전 양식,가격대 2만원-3만원,주차 발렛,['17:00 - 23:00'],"['포테이토 브래드', '8,000원', '램파이', '25,000원', '비프라구파스타', '28,000원', '포크촙', '32,000원', '플랫 아이언 스테이크', '34,000원']",2021-10-14,맛있다,66,50.0,9.0,7.0
290,290,권숙수,4.4,강남구,서울특별시 강남구 언주로170길 27 4F,02-542-6268,음식 종류 한정식 / 백반 / 정통 한식,가격대 4만원 이상,주차 발렛,['12:00 - 22:30'],"['런치테이스팅코스 (숙수상)', '125,000원', '시그니처 코스 (미식상)', '155,000원']",2022-04-22,맛있다,35,31.0,4.0,0.0
291,291,새들러하우스,4.4,강남구,서울특별시 강남구 도산대로17길 10 B1,070-8265-5541,음식 종류 카페 / 디저트,가격대 만원 미만,주차 발렛,['11:00 - 22:00'],"['아메리카노', '4,500원', '플레인', '4,900원', '치즈', '5,500원', '콘', '6,200원', '바질', '5,800원']",6 일 전,맛있다,114,95.0,13.0,6.0
292,292,노란상소갈비,4.4,강남구,서울특별시 강남구 선릉로131길 22 1F,02-543-9290,음식 종류 고기 요리,가격대 2만원-3만원,주차 주차공간없음,"['월-금: 11:30 - 23:00', '토-일: 12:00 - 23:00']","['생갈비 (200g)', '21,500원', '정갈비 (230g)', '18,500원', '이동갈비 (250g)', '16,500원', '한우육회', '18,000원', '양곰탕', '7,000원']",2022-04-25,맛있다,75,56.0,13.0,6.0
293,293,홍명,4.4,강남구,서울특별시 강남구 논현로131길 10,02-548-2223,음식 종류 정통 중식 / 일반 중식,가격대 만원 미만,주차 발렛,['11:00 - 21:00'],"['짜장면', '7,000원', '짬뽕', '8,000원', '유산슬밥', '15,000원', '탕수육', '25,000원', '크림중새우', '35,000원']",3 일 전,맛있다,119,89.0,14.0,16.0
